Station Number,Inverter Number,Combiner Number,String Number,STD
9,4,5,7,2.005906653
9,4,5,8,2.709660956
9,4,5,9,2.383961877
9,4,5,10,2.011418955
9,4,5,11,0.464707036
9,4,5,12,2.332239812
9,4,5,13,1.146513089
9,4,5,14,1.358855184
9,4,5,15,2.939056949
9,4,5,16,0.20190229
9,4,6,1,2.878045589
9,4,6,2,0.60488122
9,4,6,3,0.354464983
9,4,6,4,0.750176877
9,4,6,5,1.17279093
9,4,6,6,1.430757506
9,4,6,7,0.297675433
9,4,6,8,1.997548496
9,4,6,9,1.31741313
9,4,6,10,2.99899933
9,4,6,11,0.350099707
9,4,6,12,2.680312367
9,4,6,13,1.29137707
9,4,6,14,2.56915528
9,4,6,15,0.881666758
9,4,6,16,2.688012832
9,4,7,1,1.989129642
9,4,7,2,2.68762627
9,4,7,3,2.545663563
9,4,7,4,2.504327345
9,4,7,5,1.233255366
9,4,7,6,1.530743417
9,4,7,7,1.592734954
9,4,7,8,1.573429208
9,4,7,9,2.858496111
9,4,7,10,0.187870902
9,4,7,11,0.359151188
9,4,7,12,0.413063553
9,4,7,13,1.829328033
9,4,7,14,2.394654145
9,4,7,15,2.97310985
9,4,7,16,0.837301375
10,1,1,1,2.955641403
10,1,1,2,1.982847254
10,1,1,3,1.550847614
10,1,1,4,0.747883166
10,1,1,5,0.921794268
10,1,1,6,2.12366905
10,1,1,7,1.860445683
10,1,1,8,1.700280102
10,1,1,9,0.594230026
10,1,1,10,0.491529953
10,1,1,11,0.055575527
10,1,1,12,1.972711364
10,1,1,13,0.821074064
10,1,1,14,0.503616065
10,1,1,15,0.321547125
10,1,1,16,0.176923875
10,1,2,1,0.890369875
10,1,2,2,0.924315296
10,1,2,3,0.452320603
10,1,2,4,1.988165488
10,1,2,5,2.877148241
10,1,2,6,2.135204571
10,1,2,7,1.123854567
10,1,2,8,1.782265911
10,1,2,9,2.883464934
10,1,2,10,2.181752523
10,1,2,11,2.874870338
10,1,2,12,2.911236075
10,1,2,13,2.406592531
10,1,2,14,2.10414829
10,1,2,15,0.617944618
10,1,2,16,2.394374769
10,1,3,1,1.185617552
10,1,3,2,2.915121252
10,1,3,3,1.697027221
10,1,3,4,0.337315214
10,1,3,5,1.52209031
10,1,3,6,1.169197717
10,1,3,7,2.210631353
10,1,3,8,2.229353489
10,1,3,9,0.272387769
10,1,3,10,2.981569999
10,1,3,11,2.706401005
10,1,3,12,0.002027358
10,1,3,13,0.847420734
10,1,3,14,1.596787468
10,1,3,15,0.265445732
10,1,3,16,0.511108899
10,1,4,1,1.119550619
10,1,4,2,1.449893212
10,1,4,3,1.623898651
10,1,4,4,1.342554767
10,1,4,5,1.422947934
10,1,4,6,2.334609818
10,1,4,7,0.543863312
10,1,4,8,2.517302633
10,1,4,9,2.322500056
10,1,4,10,2.344414795
10,1,4,11,2.191236197
10,1,4,12,1.004875333
10,1,4,13,2.268519945
10,1,4,14,0.127648851
10,1,4,15,2.766011859
10,1,4,16,1.482777127
10,1,5,1,2.675144349
10,1,5,2,1.26949547
10,1,5,3,1.507946601
10,1,5,4,2.995260752
10,1,5,5,0.132454894
10,1,5,6,1.341115545
10,1,5,7,1.267498839
10,1,5,8,2.971059378
10,1,5,9,0.481259419
10,1,5,10,2.485327405
10,1,5,11,1.830040776
10,1,5,12,1.997029857
10,1,5,13,1.877210836
10,1,5,14,2.014994163
10,1,5,15,1.969594846
10,1,5,16,1.077192367
10,1,6,1,1.40881975
10,1,6,2,1.382912918
10,1,6,3,2.336610344
10,1,6,4,0.378814761
10,1,6,5,2.806141787
10,1,6,6,2.368785141
10,1,6,7,0.762540436
10,1,6,8,1.273395539
10,1,6,9,2.453107657
10,1,6,10,0.686584467
10,1,6,11,2.34200296
10,1,6,12,2.186998058
10,1,6,13,2.696632824
10,1,6,14,0.764119752
10,1,6,15,1.593239486
10,1,6,16,1.3656412
10,1,7,1,1.474346379
10,1,7,2,1.91392172
10,1,7,3,1.389860808
10,1,7,4,1.600752505
10,1,7,5,1.251274565
10,1,7,6,0.296595699
10,1,7,7,1.014404529
10,1,7,8,0.469443895
10,1,7,9,1.825290559
10,1,7,10,2.934276521
10,1,7,11,0.903285132
10,1,7,12,0.990111746
10,1,7,13,1.296218837
10,1,7,14,0.423919934
10,1,7,15,1.270129304
10,1,7,16,1.50667972
10,2,1,1,1.809318443
10,2,1,2,1.495398278
10,2,1,3,0.805830498
10,2,1,4,2.637516598
10,2,1,5,2.258487875
10,2,1,6,2.613613781
10,2,1,7,1.232332565
10,2,1,8,2.015276742
10,2,1,9,1.234174054
10,2,1,10,0.573353746
10,2,1,11,0.292693829
10,2,1,12,1.612458727
10,2,1,13,0.661627568
10,2,1,14,0.149940062
10,2,1,15,0.940172554
10,2,1,16,2.028332537
10,2,2,1,1.455096659
10,2,2,2,1.286536892
10,2,2,3,0.435713757
10,2,2,4,1.646264947
10,2,2,5,1.476547675
10,2,2,6,2.00483991
10,2,2,7,2.074382705
10,2,2,8,0.531467068
10,2,2,9,2.238756075
10,2,2,10,1.722291086
10,2,2,11,1.076910094
10,2,2,12,0.454977944
10,2,2,13,1.696805312
10,2,2,14,2.114778861
10,2,2,15,2.587747508
10,2,2,16,1.203664701
10,2,3,1,0.022491506
10,2,3,2,1.384427031
10,2,3,3,1.444777011
10,2,3,4,1.690567242
10,2,3,5,1.173684803
10,2,3,6,1.107794525
10,2,3,7,1.595504646
10,2,3,8,2.860624424
10,2,3,9,0.620797135
10,2,3,10,2.475979666
10,2,3,11,2.06083889
10,2,3,12,2.583887195
10,2,3,13,1.591990219
10,2,3,14,1.939743485
10,2,3,15,2.427403432
10,2,3,16,0.134011359
10,2,4,1,1.183600146
10,2,4,2,2.35234036
10,2,4,3,0.600142679
10,2,4,4,0.450331773
10,2,4,5,2.49374471
10,2,4,6,0.004816882
10,2,4,7,1.53468091
10,2,4,8,0.897658124
10,2,4,9,2.959105362
10,2,4,10,0.771905526
10,2,4,11,1.579468155
10,2,4,12,0.559224678
10,2,4,13,2.151212578
10,2,4,14,0.717433833
10,2,4,15,0.432546934
10,2,4,16,0.694377422
10,2,5,1,1.825177332
10,2,5,2,1.29274483
10,2,5,3,2.261876423
10,2,5,4,2.239824807
10,2,5,5,0.295979933
10,2,5,6,2.469768547
10,2,5,7,1.248914672
10,2,5,8,1.097574688
10,2,5,9,1.67772471
10,2,5,10,0.517353666
10,2,5,11,0.675855911
10,2,5,12,2.412213311
10,2,5,13,2.719038784
10,2,5,14,1.513043596
10,2,5,15,0.361685013
10,2,5,16,1.79556506
10,2,6,1,0.624489069
10,2,6,2,2.513311847
10,2,6,3,0.87015368
10,2,6,4,1.593798959
10,2,6,5,2.885142165
10,2,6,6,1.969010485
10,2,6,7,2.48450224
10,2,6,8,2.063414179
10,2,6,9,0.507871525
10,2,6,10,2.676587427
10,2,6,11,0.417401131
10,2,6,12,1.270019051
10,2,6,13,0.749727379
10,2,6,14,1.669512451
10,2,6,15,2.11143373
10,2,6,16,0.458343019
10,2,7,1,0.308531176
10,2,7,2,2.165036467
10,2,7,3,0.346799109
10,2,7,4,1.808091206
10,2,7,5,0.15680381
10,2,7,6,2.783486747
10,2,7,7,0.975358075
10,2,7,8,1.694302359
10,2,7,9,0.466360532
10,2,7,10,2.19045838
10,2,7,11,1.23554346
10,2,7,12,0.208091275
10,2,7,13,2.829034825
10,2,7,14,0.003981243
10,2,7,15,2.094309643
10,2,7,16,0.893583275
10,3,1,1,2.118229265
10,3,1,2,1.113929369
10,3,1,3,2.603679191
10,3,1,4,2.786629187
10,3,1,5,1.483547385
10,3,1,6,0.315989124
10,3,1,7,1.391510352
10,3,1,8,0.269426309
10,3,1,9,0.405458631
10,3,1,10,0.529922632
10,3,1,11,1.550287641
10,3,1,12,2.101511772
10,3,1,13,0.915123574
10,3,1,14,1.694086755
10,3,1,15,1.240522427
10,3,1,16,2.892370409
10,3,2,1,1.964975905
10,3,2,2,1.175013532
10,3,2,3,1.928374261
10,3,2,4,2.797396162
10,3,2,5,1.348129915
10,3,2,6,1.702675423
10,3,2,7,0.856910605
10,3,2,8,1.448066454
10,3,2,9,2.732756424
10,3,2,10,2.10163833
10,3,2,11,1.964267777
10,3,2,12,2.20390235
10,3,2,13,1.265698308
10,3,2,14,0.434148426
10,3,2,15,0.888034005
10,3,2,16,1.405373269
10,3,3,1,1.714657658
10,3,3,2,2.97898127
10,3,3,3,0.947093037
10,3,3,4,2.802766986
10,3,3,5,0.986302888
10,3,3,6,1.843430384
10,3,3,7,1.504110034
10,3,3,8,1.136592635
10,3,3,9,1.696689649
10,3,3,10,1.708829657
10,3,3,11,1.959376909
10,3,3,12,0.904309392
10,3,3,13,2.34884895
10,3,3,14,0.98784961
10,3,3,15,1.546358809
10,3,3,16,1.762185663
10,3,4,1,0.187791944
10,3,4,2,2.406306573
10,3,4,3,0.094190641
10,3,4,4,0.374038094
10,3,4,5,0.970872183
10,3,4,6,0.631650002
10,3,4,7,1.311119917
10,3,4,8,2.345095241
10,3,4,9,0.32676615
10,3,4,10,1.79318801
10,3,4,11,1.387091832
10,3,4,12,1.410271961
10,3,4,13,1.50127084
10,3,4,14,0.457076138
10,3,4,15,0.028513226
10,3,4,16,2.104957171
10,3,5,1,0.08736422
10,3,5,2,1.119291607
10,3,5,3,1.901481368
10,3,5,4,2.285072941
10,3,5,5,1.77629921
10,3,5,6,0.83281922
10,3,5,7,0.619429862
10,3,5,8,1.857654804
10,3,5,9,0.845467235
10,3,5,10,2.157623373
10,3,5,11,0.333986616
10,3,5,12,1.348700153
10,3,5,13,0.266936166
10,3,5,14,2.03735992
10,3,5,15,0.036793147
10,3,5,16,2.770406276
10,3,6,1,2.478285006
10,3,6,2,0.564658411
10,3,6,3,1.688953061
10,3,6,4,0.266915318
10,3,6,5,2.532509285
10,3,6,6,1.812704873
10,3,6,7,1.395662684
10,3,6,8,0.370328495
10,3,6,9,1.910773925
10,3,6,10,2.924173807
10,3,6,11,1.63951432
10,3,6,12,0.651339012
10,3,6,13,2.294519487
10,3,6,14,2.454429524
10,3,6,15,1.356757753
10,3,6,16,1.790652127
10,3,7,1,2.79053062
10,3,7,2,0.195488069
10,3,7,3,1.862710275
10,3,7,4,1.574804868
10,3,7,5,0.144415246
10,3,7,6,1.458252004
10,3,7,7,1.177959526
10,3,7,8,1.821531576
10,3,7,9,0.476838118
10,3,7,10,0.330888703
10,3,7,11,1.701613628
10,3,7,12,0.449467726
10,3,7,13,2.608798289
10,3,7,14,1.217224582
10,3,7,15,1.434182711
10,3,7,16,2.225695086
10,4,1,1,2.451943063
10,4,1,2,0.65504877
10,4,1,3,1.268925391
10,4,1,4,0.887558298
10,4,1,5,2.085701107
10,4,1,6,1.034096409
10,4,1,7,0.032456771
10,4,1,8,1.220487077
10,4,1,9,0.861446102
10,4,1,10,1.120546267
10,4,1,11,1.981883489
10,4,1,12,1.00926122
10,4,1,13,0.711310625
10,4,1,14,0.237115193
10,4,1,15,2.490408362
10,4,1,16,2.24186611
10,4,2,1,0.494313965
10,4,2,2,0.605260164
10,4,2,3,0.706190433
10,4,2,4,2.220398527
10,4,2,5,0.670469609
10,4,2,6,0.133872632
10,4,2,7,0.484345415
10,4,2,8,0.279467491
10,4,2,9,2.660096274
10,4,2,10,2.466402536
10,4,2,11,1.112648391
10,4,2,12,1.26834303
10,4,2,13,0.959762149
10,4,2,14,2.885030824
10,4,2,15,2.358463782
10,4,2,16,2.315068679
10,4,3,1,2.658620589
10,4,3,2,0.393721108
10,4,3,3,1.413924043
10,4,3,4,0.763329204
10,4,3,5,1.253553652
10,4,3,6,1.49802976
10,4,3,7,1.19635112
10,4,3,8,2.469740051
10,4,3,9,0.884263052
10,4,3,10,2.79267181
10,4,3,11,2.216771964
10,4,3,12,1.755642601
10,4,3,13,0.49458242
10,4,3,14,0.363632503
10,4,3,15,1.06070858
10,4,3,16,2.499869066
10,4,4,1,2.259443486
10,4,4,2,2.134806268
10,4,4,3,1.614344912
10,4,4,4,0.000106763
10,4,4,5,1.09922985
10,4,4,6,1.326545043
10,4,4,7,0.622689385
10,4,4,8,1.168927545
10,4,4,9,0.328985639
10,4,4,10,0.792087932
10,4,4,11,2.612457065
10,4,4,12,1.678572823
10,4,4,13,2.252701511
10,4,4,14,2.164533297
10,4,4,15,1.887611529
10,4,4,16,2.35855754
10,4,5,1,2.44861564
10,4,5,2,2.278920495
10,4,5,3,1.48042313
10,4,5,4,1.84575367
10,4,5,5,1.652936286
10,4,5,6,0.059309219
10,4,5,7,1.166644391
10,4,5,8,2.31957375
10,4,5,9,1.991965775
10,4,5,10,1.705075707
10,4,5,11,0.151754281
10,4,5,12,0.555948432
10,4,5,13,0.580183844
10,4,5,14,0.693369656
10,4,5,15,0.426613613
10,4,5,16,0.992904078
10,4,6,1,0.15621203
10,4,6,2,2.087579207
10,4,6,3,1.744641115
10,4,6,4,0.739177423
10,4,6,5,0.54538212
10,4,6,6,2.899752864
10,4,6,7,2.810342265
10,4,6,8,0.785911835
10,4,6,9,2.079768153
10,4,6,10,0.293547493
10,4,6,11,1.7227246
10,4,6,12,1.324177086
10,4,6,13,1.104153153
10,4,6,14,1.370155076
10,4,6,15,0.55671473
10,4,6,16,0.456537589
10,4,7,1,2.96953732
10,4,7,2,2.190482862
10,4,7,3,1.967798787
10,4,7,4,0.622194931
10,4,7,5,2.73652135
10,4,7,6,1.017813458
10,4,7,7,2.726291854
10,4,7,8,1.842905502
10,4,7,9,1.05606496
10,4,7,10,1.329927777
10,4,7,11,0.3214674
10,4,7,12,2.163306334
10,4,7,13,0.93882141
10,4,7,14,2.377547964
10,4,7,15,0.415945196
10,4,7,16,2.973853891
11,1,1,1,1.239519417
11,1,1,2,1.660347948
11,1,1,3,2.667953237
11,1,1,4,2.260405007
11,1,1,5,2.111725568
11,1,1,6,2.768328714
11,1,1,7,1.278868291
11,1,1,8,0.947266976
11,1,1,9,1.155415888
11,1,1,10,2.659151389
11,1,1,11,0.929248139
11,1,1,12,2.993212741
11,1,1,13,1.182588794
11,1,1,14,2.720017236
11,1,1,15,0.023551546
11,1,1,16,2.562803329
11,1,2,1,1.282902126
11,1,2,2,0.105463841
11,1,2,3,0.510823534
11,1,2,4,2.805083962
11,1,2,5,1.854709907
11,1,2,6,1.326017855
11,1,2,7,1.934804695
11,1,2,8,1.379091291
11,1,2,9,1.791519562
11,1,2,10,2.601998718
11,1,2,11,2.899486058
11,1,2,12,1.747857734
11,1,2,13,2.568219373
11,1,2,14,2.490791641
11,1,2,15,1.196445051
11,1,2,16,2.94818926
11,1,3,1,1.905227726
11,1,3,2,1.242340102
11,1,3,3,0.971177104
11,1,3,4,1.745393668
11,1,3,5,1.600613622
11,1,3,6,0.087305661
11,1,3,7,0.724354714
11,1,3,8,1.322924489
11,1,3,9,0.139035612
11,1,3,10,1.727413859
11,1,3,11,0.747031686
11,1,3,12,1.375976769
11,1,3,13,0.257251212
11,1,3,14,1.483815621
11,1,3,15,0.477849889
11,1,3,16,1.990928513
11,1,4,1,1.545606293
11,1,4,2,1.791462642
11,1,4,3,0.060865873
11,1,4,4,0.351893373
11,1,4,5,2.707636018
11,1,4,6,2.06966755
11,1,4,7,1.942967296
11,1,4,8,2.439274069
11,1,4,9,1.675767196
11,1,4,10,1.912870249
11,1,4,11,2.757478325
11,1,4,12,1.031135378
11,1,4,13,0.739781819
11,1,4,14,2.326875953
11,1,4,15,0.644856698
11,1,4,16,2.408952679
11,1,5,1,1.453553283
11,1,5,2,2.845634897
11,1,5,3,2.733210079
11,1,5,4,0.781434103
11,1,5,5,0.024671278
11,1,5,6,0.336078119
11,1,5,7,1.475554448
11,1,5,8,0.243537047
11,1,5,9,2.715159048
11,1,5,10,2.487862557
11,1,5,11,1.093283031
11,1,5,12,0.593356677
11,1,5,13,1.868644045
11,1,5,14,0.348913539
11,1,5,15,0.138549358
11,1,5,16,2.056275256
11,1,6,1,2.084726749
11,1,6,2,1.062721503
11,1,6,3,1.689740844
11,1,6,4,2.151358602
11,1,6,5,2.043890109
11,1,6,6,1.439328334
11,1,6,7,0.25531324
11,1,6,8,0.185022005
11,1,6,9,0.037778554
11,1,6,10,2.090958096
11,1,6,11,2.433015225
11,1,6,12,0.027367194
11,1,6,13,2.171227117
11,1,6,14,2.441734097
11,1,6,15,1.893958444
11,1,6,16,0.506012555
11,1,7,1,0.86088974
11,1,7,2,0.651177227
11,1,7,3,0.640595945
11,1,7,4,2.613312303
11,1,7,5,0.01903014
11,1,7,6,0.585242002
11,1,7,7,1.51797138
11,1,7,8,0.743700072
11,1,7,9,1.707419918
11,1,7,10,0.160798632
11,1,7,11,1.803315196
11,1,7,12,1.006986533
11,1,7,13,2.463821576
11,1,7,14,2.136943748
11,1,7,15,2.372769147
11,1,7,16,1.999571076
11,2,1,1,0.934085575
11,2,1,2,2.555754209
11,2,1,3,1.105433424
11,2,1,4,2.466394149
11,2,1,5,2.988298782
11,2,1,6,2.546533906
11,2,1,7,2.113102761
11,2,1,8,1.526938863
11,2,1,9,1.258411135
11,2,1,10,2.576816865
11,2,1,11,1.603263916
11,2,1,12,0.149951916
11,2,1,13,0.588054117
11,2,1,14,0.093852158
11,2,1,15,2.582337888
11,2,1,16,0.602244505
11,2,2,1,0.717361584
11,2,2,2,0.954711473
11,2,2,3,1.046201829
11,2,2,4,2.207400501
11,2,2,5,1.392773407
11,2,2,6,2.707751639
11,2,2,7,0.832870318
11,2,2,8,1.484232592
11,2,2,9,1.450059881
11,2,2,10,0.744013897
11,2,2,11,0.166214904
11,2,2,12,0.788547413
11,2,2,13,1.679441869
11,2,2,14,1.382406013
11,2,2,15,0.008766272
11,2,2,16,0.000518929
11,2,3,1,1.262444712
11,2,3,2,1.392334499
11,2,3,3,2.798054704
11,2,3,4,1.868634128
11,2,3,5,0.897471268
11,2,3,6,0.260162033
11,2,3,7,2.12199798
11,2,3,8,1.07643144
11,2,3,9,2.798426153
11,2,3,10,2.388008512
11,2,3,11,2.200923843
11,2,3,12,0.36646588
11,2,3,13,2.683441776
11,2,3,14,0.297999745
11,2,3,15,1.819515515
11,2,3,16,1.841980857
11,2,4,1,1.347663716
11,2,4,2,0.63361982
11,2,4,3,0.33600181
11,2,4,4,0.824328864
11,2,4,5,2.566604338
11,2,4,6,2.471486152
11,2,4,7,2.7342751
11,2,4,8,0.907351686
11,2,4,9,0.894751407
11,2,4,10,1.089812172
11,2,4,11,1.746955007
11,2,4,12,2.700107073
11,2,4,13,0.031881795
11,2,4,14,1.101150361
11,2,4,15,1.338985548
11,2,4,16,2.080472309
11,2,5,1,2.209990723
11,2,5,2,2.454018977
11,2,5,3,2.555064304
11,2,5,4,2.598594687
11,2,5,5,0.429788847
11,2,5,6,2.915305097
11,2,5,7,2.974178024
11,2,5,8,1.142830537
11,2,5,9,1.560838162
11,2,5,10,0.914960485
11,2,5,11,0.560332492
11,2,5,12,2.674731192
11,2,5,13,0.503555207
11,2,5,14,1.467952364
11,2,5,15,1.525346123
11,2,5,16,0.893592448
11,2,6,1,0.279842502
11,2,6,2,0.994192181
11,2,6,3,1.798457663
11,2,6,4,2.909820413
11,2,6,5,0.548655749
11,2,6,6,2.577281837
11,2,6,7,1.347477636
11,2,6,8,1.793167906
11,2,6,9,2.764913735
11,2,6,10,2.248862771
11,2,6,11,1.891285091
11,2,6,12,0.594044684
11,2,6,13,2.84482194
11,2,6,14,2.509490051
11,2,6,15,1.702903509
11,2,6,16,1.921550586
11,2,7,1,1.443810135
11,2,7,2,1.298726069
11,2,7,3,1.222270247
11,2,7,4,0.382245619
11,2,7,5,1.249790835
11,2,7,6,0.143811672
11,2,7,7,1.464307638
11,2,7,8,0.113632193
11,2,7,9,1.5562687
11,2,7,10,2.592484977
11,2,7,11,1.226117777
11,2,7,12,1.755961689
11,2,7,13,1.269979816
11,2,7,14,2.731133987
11,2,7,15,0.517486732
11,2,7,16,0.334095809
11,3,1,1,1.493750835
11,3,1,2,0.546828928
11,3,1,3,1.998535885
11,3,1,4,2.908903725
11,3,1,5,2.38966878
11,3,1,6,0.995975335
11,3,1,7,1.815795702
11,3,1,8,2.544250027
11,3,1,9,0.551697011
11,3,1,10,0.114038564
11,3,1,11,0.85246843
11,3,1,12,1.000688547
11,3,1,13,1.199464812
11,3,1,14,1.563355985
11,3,1,15,2.775773563
11,3,1,16,2.866418834
11,3,2,1,2.826462626
11,3,2,2,2.657839449
11,3,2,3,1.157869625
11,3,2,4,2.898920541
11,3,2,5,2.146312663
11,3,2,6,0.053818456
11,3,2,7,2.770073688
11,3,2,8,2.69053966
11,3,2,9,0.414460231
11,3,2,10,2.531618018
11,3,2,11,2.446958906
11,3,2,12,2.409465404
11,3,2,13,1.268764369
11,3,2,14,2.804609685
11,3,2,15,1.306419178
11,3,2,16,1.358070869
11,3,3,1,2.75635399
11,3,3,2,2.439042791
11,3,3,3,2.209264896
11,3,3,4,0.402901507
11,3,3,5,2.927100745
11,3,3,6,0.582069477
11,3,3,7,2.079353253
11,3,3,8,2.729115684
11,3,3,9,1.740321086
11,3,3,10,0.182244603
11,3,3,11,1.537390941
11,3,3,12,0.14823514
11,3,3,13,0.972688175
11,3,3,14,2.646178823
11,3,3,15,2.43927817
11,3,3,16,0.205101701
11,3,4,1,0.690705094
11,3,4,2,1.874053126
11,3,4,3,0.031875119
11,3,4,4,2.780643629
11,3,4,5,0.533980588
11,3,4,6,0.406585454
11,3,4,7,0.120135973
11,3,4,8,1.278909322
11,3,4,9,1.825468474
11,3,4,10,2.355949231
11,3,4,11,2.143799407
11,3,4,12,1.149130313
11,3,4,13,0.148638896
11,3,4,14,2.330755643
11,3,4,15,0.173600297
11,3,4,16,2.666877377
11,3,5,1,0.590883603
11,3,5,2,1.807562748
11,3,5,3,1.690255099
11,3,5,4,1.411332947
11,3,5,5,2.265704017
11,3,5,6,0.485850821
11,3,5,7,0.223971448
11,3,5,8,1.488094417
11,3,5,9,2.337484452
11,3,5,10,0.94636642
11,3,5,11,0.870338743
11,3,5,12,2.345046261
11,3,5,13,2.093383791
11,3,5,14,1.160971007
11,3,5,15,1.647446163
11,3,5,16,1.169512711
11,3,6,1,0.245731725
11,3,6,2,1.863738894
11,3,6,3,2.0321194
11,3,6,4,1.332088727
11,3,6,5,0.801108643
11,3,6,6,1.607689591
11,3,6,7,0.92910314
11,3,6,8,0.897944547
11,3,6,9,1.919309795
11,3,6,10,2.126269908
11,3,6,11,2.984833248
11,3,6,12,1.499005201
11,3,6,13,1.689594943
11,3,6,14,0.755076664
11,3,6,15,2.074824675
11,3,6,16,1.014736679
11,3,7,1,0.568479954
11,3,7,2,2.285544454
11,3,7,3,2.281149906
11,3,7,4,0.468640739
11,3,7,5,1.013066359
11,3,7,6,1.707172436
11,3,7,7,1.623204835
11,3,7,8,0.354867358
11,3,7,9,1.955260881
11,3,7,10,1.739377445
11,3,7,11,1.05065626
11,3,7,12,1.292290061
11,3,7,13,2.141637691
11,3,7,14,2.216571295
11,3,7,15,1.572044496
11,3,7,16,2.178139416
11,4,1,1,2.067444773
11,4,1,2,0.278202398
11,4,1,3,1.56311582
11,4,1,4,2.084461476
11,4,1,5,1.161982691
11,4,1,6,1.052046721
11,4,1,7,2.211316578
11,4,1,8,2.611724397
11,4,1,9,1.230028706
11,4,1,10,2.252262883
11,4,1,11,0.928324294
11,4,1,12,0.92756429
11,4,1,13,2.113671684
11,4,1,14,1.121108537
11,4,1,15,0.635856128
11,4,1,16,0.956604634
11,4,2,1,0.463500674
11,4,2,2,0.061322048
11,4,2,3,0.610428304
11,4,2,4,0.562045574
11,4,2,5,2.437121948
11,4,2,6,2.831381761
11,4,2,7,0.989614506
11,4,2,8,0.574115546
11,4,2,9,1.670871668
11,4,2,10,0.985564805
11,4,2,11,2.574204141
11,4,2,12,1.129901172
11,4,2,13,1.005524879
11,4,2,14,2.635985327
11,4,2,15,1.595956268
11,4,2,16,0.56671217
11,4,3,1,2.988270794
11,4,3,2,2.177051657
11,4,3,3,1.988269569
11,4,3,4,0.442665768
11,4,3,5,1.306916216
11,4,3,6,0.771312897
11,4,3,7,0.039290791
11,4,3,8,2.130023726
11,4,3,9,0.88663163
11,4,3,10,2.18974609
11,4,3,11,0.329253027
11,4,3,12,1.559046897
11,4,3,13,0.434508791
11,4,3,14,2.447110817
11,4,3,15,1.045710369
11,4,3,16,1.148697649
11,4,4,1,0.540951222
11,4,4,2,2.736422868
11,4,4,3,0.853076203
11,4,4,4,2.821709777
11,4,4,5,2.299291431
11,4,4,6,0.957952662
11,4,4,7,1.282227226
11,4,4,8,1.595483203
11,4,4,9,2.546271206
11,4,4,10,2.970729889
11,4,4,11,0.974847643
11,4,4,12,2.126801434
11,4,4,13,1.814082772
11,4,4,14,2.918254437
11,4,4,15,1.458861719
11,4,4,16,1.805774609
11,4,5,1,1.648057987
11,4,5,2,2.405653745
11,4,5,3,1.027364993
11,4,5,4,1.838854431
11,4,5,5,1.161316851
11,4,5,6,0.401991009
11,4,5,7,2.509200543
11,4,5,8,2.429298844
11,4,5,9,0.307296847
11,4,5,10,0.9339686
11,4,5,11,2.456225772
11,4,5,12,0.438500031
11,4,5,13,0.994147176
11,4,5,14,1.335183563
11,4,5,15,1.800714419
11,4,5,16,1.664277706
11,4,6,1,2.95391024
11,4,6,2,2.288169661
11,4,6,3,1.498733991
11,4,6,4,0.298333993
11,4,6,5,1.008780909
11,4,6,6,2.380625688
11,4,6,7,1.364434585
11,4,6,8,0.441771027
11,4,6,9,0.170144581
11,4,6,10,1.968113789
11,4,6,11,2.323722444
11,4,6,12,0.059314406
11,4,6,13,1.974341628
11,4,6,14,2.839923024
11,4,6,15,2.070751988
11,4,6,16,0.622265746
11,4,7,1,2.793987879
11,4,7,2,2.234341642
11,4,7,3,0.685034889
11,4,7,4,0.690485266
11,4,7,5,2.393517224
11,4,7,6,1.174416944
11,4,7,7,0.467403917
11,4,7,8,1.553202481
11,4,7,9,2.343363833
11,4,7,10,1.605444116
11,4,7,11,2.447350396
11,4,7,12,2.82421827
11,4,7,13,0.007958008
11,4,7,14,2.227928076
11,4,7,15,1.736536546
11,4,7,16,0.671715506
12,1,1,1,2.308490337
12,1,1,2,2.593112699
12,1,1,3,1.797083867
12,1,1,4,2.559122553
12,1,1,5,0.411327458
12,1,1,6,1.201819887
12,1,1,7,2.138798752
12,1,1,8,0.864017401
12,1,1,9,1.796243251
12,1,1,10,2.955751428
12,1,1,11,0.716225233
12,1,1,12,0.703317209
12,1,1,13,1.331582806
12,1,1,14,0.215846366
12,1,1,15,1.988727844
12,1,1,16,1.063297544
12,1,2,1,1.612966486
12,1,2,2,1.733803357
12,1,2,3,2.227462958
12,1,2,4,2.33123221
12,1,2,5,0.044144347
12,1,2,6,2.132079722
12,1,2,7,2.103610724
12,1,2,8,2.06944128
12,1,2,9,0.704943067
12,1,2,10,1.735286085
12,1,2,11,2.626825288
12,1,2,12,1.570797977
12,1,2,13,2.427298522
12,1,2,14,2.076365125
12,1,2,15,1.666100714
12,1,2,16,0.822625205
12,1,3,1,1.415322067
12,1,3,2,2.205658531
12,1,3,3,0.72642445
12,1,3,4,1.911488431
12,1,3,5,1.238545982
12,1,3,6,1.502305553
12,1,3,7,2.298552592
12,1,3,8,0.767424406
12,1,3,9,2.974204384
12,1,3,10,2.911327515
12,1,3,11,1.050808975
12,1,3,12,2.583225545
12,1,3,13,1.902481952
12,1,3,14,1.081766523
12,1,3,15,0.393722054
12,1,3,16,0.733465521
12,1,4,1,1.520540045
12,1,4,2,0.227373436
12,1,4,3,0.176872777
12,1,4,4,0.993686337
12,1,4,5,1.831996817
12,1,4,6,2.786981138
12,1,4,7,0.703943061
12,1,4,8,2.509302126
12,1,4,9,0.588759361
12,1,4,10,2.149582197
12,1,4,11,1.012966703
12,1,4,12,1.965650472
